Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,DEUEME002,Emden - Außenhafen,61,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
"('FRATAR001','Tarnos - Walon France',500,-1.49842,43.53452,'User 2','Wednesday-09-29', 'Monday-08-04', 6,6, 'France'),",FRATAR001,Tarnos - Walon France,500,0,-1.49842,43.53452,User 2,2021-09-29 00:00:00,2025-08-04 00:00:00,6,6,France,,INVENT,405,,,,,
"('UZBTAS001','Taschkent - Jizzakh',500,69.2860659,41.3653842,'User 1','Thursday-10-01', 'Tuesday-07-20', 5,4, 'Uzbekistan'),",UZBTAS001,Taschkent - Jizzakh,500,0,69.2860659,41.3653842,User 1,2020-10-01 00:00:00,2027-07-20 00:00:00,5,4,Uzbekistan,,INVENT,406,,,,,
"('FIN6060  H','HELSINKI',500,24.9427473,60.1674881,'User 2','Friday-01-27', 'Thursday-05-13', 2,7, 'Finland'),",FIN6060  H,HELSINKI,500,0,24.9427473,60.1674881,User 2,2023-01-27 00:00:00,2027-05-13 00:00:00,2,7,Finland,,INVENT,407,,,,,
"('LVALI    H','HAFEN LIPAJA, LETTLAND',500,21.0070903,56.5048435,'User 3','Wednesday-06-15', 'Sunday-11-02', 6,2, 'Latvia'),",LVALI    H,"HAFEN LIPAJA, LETTLAND",500,0,21.0070903,56.5048435,User 3,2022-06-15 00:00:00,2025-11-02 00:00:00,6,2,Latvia,,INVENT,408,,,,,
"('ALBTIA001','Tirana - Porsche Albania',500,19.757962,41.350945,'User 4','Sunday-02-21', 'Monday-06-05', 2,4, 'Albania'),",ALBTIA001,Tirana - Porsche Albania,500,0,19.757962,41.350945,User 4,2021-02-21 00:00:00,2028-06-05 00:00:00,2,4,Albania,,INVENT,409,,,,,
"('BGRHH    K','BULGARIEN, SOFIA; AUTOTECHNICA',500,23.3217359,42.6977028,'User 5','Wednesday-03-22', 'Thursday-12-18', 5,1, 'Bulgaria'),",BGRHH    K,"BULGARIEN, SOFIA; AUTOTECHNICA",500,0,23.3217359,42.6977028,User 5,2023-03-22 00:00:00,2025-12-18 00:00:00,5,1,Bulgaria,,INVENT,410,,,,,
"('CZEPRG001','Prag - Importeur',500,14.3581273,50.0481755,'User 6','Sunday-03-01', 'Sunday-12-27', 2,5, 'Czech Republic'),",CZEPRG001,Prag - Importeur,500,0,14.3581273,50.0481755,User 6,2020-03-01 00:00:00,2026-12-27 00:00:00,2,5,Czech Republic,,INVENT,411,,,,,
"('SRBBEG001','Belgrad - Autocacak',500,20.4127,44.8112,'User 7','Friday-10-27', 'Tuesday-04-16', 9,8, 'Serbia'),",SRBBEG001,Belgrad - Autocacak,500,0,20.4127,44.8112,User 7,2023-10-27 00:00:00,2030-04-16 00:00:00,9,8,Serbia,,INVENT,412,,,,,
"('AREJE    K','JEBEL ALI',500,55.07,24.9931,'User 8','Thursday-05-19', 'Wednesday-01-07', 4,4, 'United Arab Emirates'),",AREJE    K,JEBEL ALI,500,0,55.07,24.9931,User 8,2022-05-19 00:00:00,2026-01-07 00:00:00,4,4,United Arab Emirates,,INVENT,413,,,,,
"('CHEAHF001','Altishofen - Galliker (Porsche)',500,7.973,47.20052,'User 9','Monday-11-15', 'Thursday-02-06', 10,9, 'Switzerland'),",CHEAHF001,Altishofen - Galliker (Porsche),500,0,7.973,47.20052,User 9,2021-11-15 00:00:00,2025-02-06 00:00:00,10,9,Switzerland,,INVENT,414,,,,,
"('CHLSAI   K',NULL,500,-71.3187697,-31.7613365,'User 1','Thursday-04-07', 'Thursday-11-04', 6,1, 'Chile'),",CHLSAI   K,,500,0,-71.3187697,-31.7613365,User 1,2022-04-07 00:00:00,2027-11-04 00:00:00,6,1,Chile,,INVENT,415,,,,,
"('CHNCK    K','CHINA, CHONGQING',500,106.5479189,29.5656729,'User 2','Monday-08-22', 'Saturday-08-05', 9,8, 'China'),",CHNCK    K,"CHINA, CHONGQING",500,0,106.5479189,29.5656729,User 2,2022-08-22 00:00:00,2028-08-05 00:00:00,9,8,China,,INVENT,416,,,,,
"('DOMQZ    K','DOMINIKANISCHE REPUBLIK, RIO H',500,8.291248,46.1160556,'User 3','Sunday-08-22', 'Monday-08-13', 7,2, 'Dominican Republic'),",DOMQZ    K,"DOMINIKANISCHE REPUBLIK, RIO H",500,0,8.291248,46.1160556,User 3,2021-08-22 00:00:00,2029-08-13 00:00:00,7,2,Dominican Republic,,INVENT,417,,,,,
"('ISRASH   K','ASHDOD (PORSCHE)',500,34.6529922,31.7977314,'User 4','Thursday-07-15', 'Tuesday-01-08', 10,10, 'Israel'),",ISRASH   K,ASHDOD (PORSCHE),500,0,34.6529922,31.7977314,User 4,2021-07-15 00:00:00,2030-01-08 00:00:00,10,10,Israel,,INVENT,418,,,,,
"('ITACDT001','Castiglione - Bertani',500,10.47823,45.39213,'User 5','Wednesday-12-01', 'Friday-04-11', 2,10, 'Italy'),",ITACDT001,Castiglione - Bertani,500,0,10.47823,45.39213,User 5,2021-12-01 00:00:00,2025-04-11 00:00:00,2,10,Italy,,INVENT,419,,,,,
"('MLTMX    K','MALTA; MARSAXLOKK',500,14.5448353,35.8417662,'User 6','Friday-02-21', 'Sunday-05-31', 7,1, 'Malta'),",MLTMX    K,MALTA; MARSAXLOKK,500,0,14.5448353,35.8417662,User 6,2020-02-21 00:00:00,2026-05-31 00:00:00,7,1,Malta,,INVENT,420,,,,,
"('FRAVCT001','Villers-Cotterets - CAT',500,3.09662,49.24403,'User 4','Friday-05-07', 'Sunday-12-12', 6,10, 'France'),",FRAVCT001,Villers-Cotterets - CAT,500,0,3.09662,49.24403,User 4,2021-05-07 00:00:00,2027-12-12 00:00:00,6,10,France,,INVENT,421,,,,,
"('CHNCE    K','CHINA VR; FAW; CKD/SKD (AUDI +',500,106.804852,32.529746,'User 8','Monday-03-06', 'Sunday-07-12', 5,3, 'China'),",CHNCE    K,CHINA VR; FAW; CKD/SKD (AUDI +,500,0,106.804852,32.529746,User 8,2023-03-06 00:00:00,2026-07-12 00:00:00,5,3,China,,INVENT,422,,,,,
"('CHNCZ    K','CHINA VR; SVW SHANGHAI VW AUTO',500,121.4691024,31.2323437,'User 9','Thursday-06-11', 'Friday-07-07', 1,9, 'China'),",CHNCZ    K,CHINA VR; SVW SHANGHAI VW AUTO,500,0,121.4691024,31.2323437,User 9,2020-06-11 00:00:00,2028-07-07 00:00:00,1,9,China,,INVENT,423,,,,,
"('ESPPGQ001','Palau - Sese',500,2.17818,41.57948,'User 1','Wednesday-09-13', 'Sunday-10-20', 1,5, 'Spain'),",ESPPGQ001,Palau - Sese,500,0,2.17818,41.57948,User 1,2023-09-13 00:00:00,2030-10-20 00:00:00,1,5,Spain,,INVENT,424,,,,,
"('FRAWV9001','Wavrin - CAT',500,2.93585,50.55636,'User 7','Monday-01-03', 'Sunday-11-15', 3,1, 'France'),",FRAWV9001,Wavrin - CAT,500,0,2.93585,50.55636,User 7,2022-01-03 00:00:00,2026-11-15 00:00:00,3,1,France,,INVENT,425,,,,,
"('HUNCK    K','UNGARN, BUDAOERS',500,18.9541818,47.4600185,'User 3','Friday-06-11', 'Monday-05-07', 7,4, 'Hungary'),",HUNCK    K,"UNGARN, BUDAOERS",500,0,18.9541818,47.4600185,User 3,2021-06-11 00:00:00,2029-05-07 00:00:00,7,4,Hungary,,INVENT,426,,,,,
"('MEXMS    K','VW DE MEXIKO ""DIREKTVERKAEUFE""',500,-99.6899716,19.4839446,'User 4','Sunday-10-24', 'Friday-04-18', 9,5, 'Mexico'),",MEXMS    K,"VW DE MEXIKO ""DIREKTVERKAEUFE""",500,0,-99.6899716,19.4839446,User 4,2021-10-24 00:00:00,2025-04-18 00:00:00,9,5,Mexico,,INVENT,427,,,,,
"('PRTAK    K','AUTOEUROPA, TEST VEHICLES',500,-8.6107884,41.1494512,'User 5','Monday-09-05', 'Saturday-01-23', 9,10, 'Portugal'),",PRTAK    K,"AUTOEUROPA, TEST VEHICLES",500,0,-8.6107884,41.1494512,User 5,2022-09-05 00:00:00,2027-01-23 00:00:00,9,10,Portugal,,INVENT,428,,,,,
"('PSEBK    K','OCCUPIED PALESTINIAN TERRITORY',500,35.262925,32.132392,'User 6','Thursday-12-24', 'Thursday-01-04', 10,2, 'Palestine'),",PSEBK    K,OCCUPIED PALESTINIAN TERRITORY,500,0,35.262925,32.132392,User 6,2020-12-24 00:00:00,2029-01-04 00:00:00,10,2,Palestine,,INVENT,429,,,,,
"('SVKPJ    K','SLOWAKEI, INLANDSPRODUKTION',500,19.201811,48.752408,'User 7','Friday-12-17', 'Thursday-12-07', 2,3, 'Slovakia'),",SVKPJ    K,"SLOWAKEI, INLANDSPRODUKTION",500,0,19.201811,48.752408,User 7,2021-12-17 00:00:00,2028-12-07 00:00:00,2,3,Slovakia,,INVENT,430,,,,,
"('USACHA001','USA, CHATTANOOGA, TN',500,-85.3094883,35.0457219,'User 8','Monday-06-15', 'Sunday-08-11', 5,10, 'United States'),",USACHA001,"USA, CHATTANOOGA, TN",500,0,-85.3094883,35.0457219,User 8,2020-06-15 00:00:00,2030-08-11 00:00:00,5,10,United States,,INVENT,431,,,,,
"('CHNCP    K','CHINA, CHENGDU (BAHN)',500,104.0633717,30.6598628,'User 9','Tuesday-07-18', 'Sunday-09-27', 1,5, 'China'),",CHNCP    K,"CHINA, CHENGDU (BAHN)",500,0,104.0633717,30.6598628,User 9,2023-07-18 00:00:00,2026-09-27 00:00:00,1,5,China,,INVENT,432,,,,,
"('ESPYJ    K','SPAIN, RACS',500,-3.459133,40.091214,'User 1','Thursday-06-11', 'Friday-08-01', 6,2, 'Spain'),",ESPYJ    K,"SPAIN, RACS",500,0,-3.459133,40.091214,User 1,2020-06-11 00:00:00,2025-08-01 00:00:00,6,2,Spain,,INVENT,433,,,,,
"('ESPLJO001','Andorra (SE)',500,NULL,NULL,'User 2','Friday-07-02', 'Monday-07-24', 4,5, 'Spain'),",ESPLJO001,Andorra (SE),500,0,,,User 2,2021-07-02 00:00:00,2028-07-24 00:00:00,4,5,Spain,,INVENT,434,,,,,
"('ADJUST_INVENTORY','ADJUST_INVENTORY',500,NULL,NULL,'User 3','Saturday-11-13', 'Saturday-05-01', 2,3, NULL),",ADJUST_INVENTORY,ADJUST_INVENTORY,500,0,,,User 3,2021-11-13 00:00:00,2027-05-01 00:00:00,2,3,,,INVENT,435,,,,,
